Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Balkh,"3,378",180,"2,899",,,2021-03-10
Bamyan,987,16,807,,,2021-03-10
Dykundi,937,20,917,,,2021-03-10
Farah,612,39,430,,,2021-03-10
Faryab,460,29,374,,,2021-03-10
Ghazni,893,75,775,,,2021-03-10
Ghor,669,17,564,,,2021-03-10
Helmand,429,37,341,,,2021-03-10
Hirat,"9,198",432,"8,810",,,2021-03-10
Jawzjan,248,12,210,,,2021-03-10
Kabul,"17,257",767,"15,907",,,2021-03-10
Kandahar,"2,533",62,"2,456",,,2021-03-10
Kapisa,610,18,381,,,2021-03-10
Khost,665,76,576,,,2021-03-10
Kunar,671,35,628,,,2021-03-10
Kunduz,949,52,858,,,2021-03-10
Laghman,695,15,232,,,2021-03-10
Logar,700,30,564,,,2021-03-10
Nangarhar,"2,606",156,"2,111",,,2021-03-10
Nimroz,676,26,640,,,2021-03-10
Nooristan,153,1,104,,,2021-03-10
Paktika,321,15,291,,,2021-03-10
Paktya,"1,485",49,"1,407",,,2021-03-10
Panjsher,408,19,318,,,2021-03-10
Parwan,863,30,703,,,2021-03-10
Samangan,350,18,311,,,2021-03-10
Sar-e-Pul,235,6,157,,,2021-03-10
Takhar,"2,090",68,"1,812",,,2021-03-10
Urozgan,165,6,133,,,2021-03-10
Wardak,525,28,472,,,2021-03-10
Zabul,361,21,308,,,2021-03-10
Badakhshan,635,24,565,,,2021-03-09
Badghis,839,14,687,,,2021-03-09
Baghlan,"1,096",37,824,,,2021-03-09
Balkh,"3,378",180,"2,899",,,2021-03-09
Bamyan,987,16,807,,,2021-03-09
Dykundi,937,20,917,,,2021-03-09
Farah,612,39,430,,,2021-03-09
Faryab,459,29,374,,,2021-03-09
Ghazni,893,75,775,,,2021-03-09
Ghor,669,17,564,,,2021-03-09
Helmand,429,37,341,,,2021-03-09
Hirat,"9,196",432,"8,720",,,2021-03-09
Jawzjan,248,12,210,,,2021-03-09
Kabul,"17,255",767,"15,907",,,2021-03-09
Kandahar,"2,533",62,"2,451",,,2021-03-09
Kapisa,610,18,381,,,2021-03-09
Khost,665,76,576,,,2021-03-09
Kunar,671,35,628,,,2021-03-09
Kunduz,949,52,858,,,2021-03-09
Laghman,694,15,232,,,2021-03-09
Logar,700,30,564,,,2021-03-09
Nangarhar,"2,602",156,"2,111",,,2021-03-09
Nimroz,676,26,640,,,2021-03-09
Nooristan,143,1,104,,,2021-03-09
Paktika,321,15,291,,,2021-03-09
Paktya,"1,485",49,"1,407",,,2021-03-09
Panjsher,408,19,318,,,2021-03-09
Parwan,863,30,703,,,2021-03-09
Samangan,350,18,311,,,2021-03-09
Sar-e-Pul,235,6,157,,,2021-03-09
Takhar,"2,090",68,"1,812",,,2021-03-09
Urozgan,165,6,133,,,2021-03-09
Wardak,524,28,472,,,2021-03-09
Zabul,361,21,308,,,2021-03-09
Badakhshan,635,24,565,,,2021-03-08
Badghis,839,14,687,,,2021-03-08
Baghlan,"1,096",37,824,,,2021-03-08
Balkh,"3,376",180,"2,899",,,2021-03-08
Bamyan,987,16,807,,,2021-03-08
Dykundi,937,20,917,,,2021-03-08
Farah,612,39,430,,,2021-03-08
Faryab,459,29,374,,,2021-03-08
Ghazni,893,75,775,,,2021-03-08
Ghor,669,17,564,,,2021-03-08
Helmand,429,37,339,,,2021-03-08
Hirat,"9,187",432,"8,720",,,2021-03-08
Jawzjan,248,12,210,,,2021-03-08
Kabul,"17,253",767,"15,907",,,2021-03-08
Kandahar,"2,528",62,"2,441",,,2021-03-08
Kapisa,610,18,381,,,2021-03-08
Khost,665,76,576,,,2021-03-08
Kunar,671,35,628,,,2021-03-08
Kunduz,949,52,858,,,2021-03-08
Laghman,686,15,232,,,2021-03-08
Logar,700,30,564,,,2021-03-08
Nangarhar,"2,596",156,"2,092",,,2021-03-08
Nimroz,675,26,640,,,2021-03-08
Nooristan,139,1,104,,,2021-03-08
Paktika,321,15,291,,,2021-03-08
Paktya,"1,485",49,"1,407",,,2021-03-08
Panjsher,408,19,318,,,2021-03-08
Parwan,863,30,703,,,2021-03-08
Samangan,350,18,311,,,2021-03-08
Sar-e-Pul,235,6,157,,,2021-03-08
Takhar,"2,090",68,"1,812",,,2021-03-08
Urozgan,165,6,133,,,2021-03-08
Wardak,524,28,472,,,2021-03-08
Zabul,361,21,308,,,2021-03-08
Badakhshan,635,24,565,,,2021-03-03
Badghis,838,14,687,,,2021-03-03
Baghlan,"1,096",37,824,,,2021-03-03
Balkh,"3,374",180,"2,899",,,2021-03-03
Bamyan,987,16,807,,,2021-03-03
Dykundi,936,20,915,,,2021-03-03
Farah,610,39,430,,,2021-03-03
Faryab,459,29,374,,,2021-03-03
Ghazni,892,75,775,,,2021-03-03
Ghor,668,17,564,,,2021-03-03
Helmand,422,37,337,,,2021-03-03
Hirat,"9,177",432,"8,720",,,2021-03-03
Jawzjan,248,12,210,,,2021-03-03
Kabul,"17,252",766,"15,907",,,2021-03-03
Kandahar,"2,522",61,"2,431",,,2021-03-03
Kapisa,610,18,381,,,2021-03-03
Khost,665,76,576,,,2021-03-03
Kunar,669,34,628,,,2021-03-03
Kunduz,946,52,858,,,2021-03-03
Laghman,685,15,232,,,2021-03-03
Logar,699,30,564,,,2021-03-03
Nangarhar,"2,576",154,"2,089",,,2021-03-03
Nimroz,675,26,632,,,2021-03-03
Nooristan,138,1,104,,,2021-03-03
Paktika,321,15,291,,,2021-03-03
Paktya,"1,485",49,"1,407",,,2021-03-03
Panjsher,408,19,316,,,2021-03-03
Parwan,863,30,703,,,2021-03-03
Samangan,350,18,311,,,2021-03-03
Sar-e-Pul,235,6,157,,,2021-03-03
Takhar,"2,080",68,"1,812",,,2021-03-03
Urozgan,161,6,133,,,2021-03-03
Wardak,524,28,472,,,2021-03-03
Zabul,361,21,308,,,2021-03-03
Badakhshan,635,24,565,,,2021-03-01
Badghis,838,14,687,,,2021-03-01
Baghlan,"1,096",37,824,,,2021-03-01
Balkh,"3,374",180,"2,899",,,2021-03-01
Bamyan,987,16,807,,,2021-03-01
Dykundi,936,20,915,,,2021-03-01
Farah,610,39,430,,,2021-03-01
Faryab,459,29,374,,,2021-03-01
Ghazni,892,75,775,,,2021-03-01
Ghor,668,17,564,,,2021-03-01
Helmand,422,37,337,,,2021-03-01
Hirat,"9,173",432,"8,720",,,2021-03-01
Jawzjan,248,12,210,,,2021-03-01
Kabul,"17,252",766,"15,907",,,2021-03-01
Kandahar,"2,519",61,"2,431",,,2021-03-01
Kapisa,610,18,381,,,2021-03-01
Khost,665,76,576,,,2021-03-01
Kunar,669,34,628,,,2021-03-01
Kunduz,946,52,858,,,2021-03-01
Laghman,684,15,232,,,2021-03-01
Logar,698,30,564,,,2021-03-01
Nangarhar,"2,576",154,"2,089",,,2021-03-01
Nimroz,675,26,632,,,2021-03-01
Nooristan,137,1,104,,,2021-03-01
Paktika,321,15,291,,,2021-03-01
Paktya,"1,485",49,"1,407",,,2021-03-01
Panjsher,408,19,316,,,2021-03-01
Parwan,863,30,703,,,2021-03-01
Samangan,350,18,311,,,2021-03-01
Sar-e-Pul,235,6,157,,,2021-03-01
Takhar,"2,080",68,"1,812",,,2021-03-01
Urozgan,161,6,133,,,2021-03-01
Wardak,524,28,470,,,2021-03-01
Zabul,361,21,308,,,2021-03-01
Badakhshan,635,24,565,,,2021-02-25
Badghis,838,14,687,,,2021-02-25
Baghlan,"1,096",37,824,,,2021-02-25
Balkh,"3,373",180,"2,894",,,2021-02-25
Bamyan,987,16,807,,,2021-02-25
Dykundi,936,20,915,,,2021-02-25
Farah,610,39,430,,,2021-02-25
Faryab,459,29,374,,,2021-02-25
Ghazni,892,75,775,,,2021-02-25
Ghor,668,17,564,,,2021-02-25
Helmand,421,37,337,,,2021-02-25
Hirat,"9,169",432,"8,720",,,2021-02-25
Jawzjan,248,12,210,,,2021-02-25
Kabul,"17,252",764,"15,907",,,2021-02-25
Kandahar,"2,513",61,"2,425",,,2021-02-25
Kapisa,609,18,381,,,2021-02-25
Khost,661,75,576,,,2021-02-25
Kunar,654,33,626,,,2021-02-25
Kunduz,944,52,858,,,2021-02-25
Laghman,681,15,231,,,2021-02-25
Logar,698,30,564,,,2021-02-25
Nangarhar,"2,561",154,"2,045",,,2021-02-25
Nimroz,674,26,632,,,2021-02-25
Nooristan,137,1,104,,,2021-02-25
Paktika,321,15,291,,,2021-02-25
Paktya,"1,485",49,"1,405",,,2021-02-25
Panjsher,408,19,316,,,2021-02-25
Parwan,863,30,703,,,2021-02-25
Samangan,350,18,311,,,2021-02-25
Sar-e-Pul,235,6,157,,,2021-02-25
Takhar,"2,080",68,"1,812",,,2021-02-25
Urozgan,161,6,133,,,2021-02-25
Wardak,523,28,470,,,2021-02-25
Zabul,361,21,308,,,2021-02-25
Badakhshan,635,24,565,,,2021-02-24
Badghis,838,14,687,,,2021-02-24
Baghlan,"1,095",37,824,,,2021-02-24
Balkh,"3,373",180,"2,852",,,2021-02-24
Bamyan,987,16,807,,,2021-02-24
Dykundi,935,20,915,,,2021-02-24
Farah,610,39,430,,,2021-02-24
Faryab,459,29,374,,,2021-02-24
Ghazni,892,75,775,,,2021-02-24
Ghor,668,17,564,,,2021-02-24
Helmand,419,37,337,,,2021-02-24
Hirat,"9,168",431,"8,653",,,2021-02-24
Jawzjan,248,12,210,,,2021-02-24
Kabul,"17,251",763,"15,907",,,2021-02-24
Kandahar,"2,509",61,"2,424",,,2021-02-24
Kapisa,609,18,381,,,2021-02-24
Khost,661,75,576,,,2021-02-24
Kunar,653,32,543,,,2021-02-24
Kunduz,943,52,858,,,2021-02-24
Laghman,681,15,231,,,2021-02-24
Logar,698,30,564,,,2021-02-24
Nangarhar,"2,561",154,"2,044",,,2021-02-24
Nimroz,673,25,632,,,2021-02-24
Nooristan,136,1,104,,,2021-02-24
Paktika,321,15,291,,,2021-02-24
Paktya,"1,485",49,"1,405",,,2021-02-24
Panjsher,408,19,316,,,2021-02-24
Parwan,863,30,703,,,2021-02-24
Samangan,350,18,311,,,2021-02-24
Sar-e-Pul,235,6,157,,,2021-02-24
Takhar,"2,079",68,"1,812",,,2021-02-24
Urozgan,161,6,133,,,2021-02-24
Wardak,523,28,470,,,2021-02-24
Zabul,361,21,308,,,2021-02-24
Badakhshan,635,24,565,,,2021-02-23
Badghis,838,14,687,,,2021-02-23
Baghlan,"1,095",37,823,,,2021-02-23
Balkh,"3,373",180,"2,852",,,2021-02-23
Bamyan,987,16,807,,,2021-02-23
Dykundi,935,20,915,,,2021-02-23
Farah,610,39,430,,,2021-02-23
Faryab,459,29,374,,,2021-02-23
Ghazni,892,75,775,,,2021-02-23
Ghor,668,17,564,,,2021-02-23
Helmand,418,36,337,,,2021-02-23
Hirat,"9,160",429,"8,502",,,2021-02-23
Jawzjan,248,12,210,,,2021-02-23
Kabul,"17,251",763,"15,907",,,2021-02-23
Kandahar,"2,497",61,"2,421",,,2021-02-23
Kapisa,608,18,381,,,2021-02-23
Khost,661,75,576,,,2021-02-23
Kunar,653,32,515,,,2021-02-23
Kunduz,942,52,858,,,2021-02-23
Laghman,681,15,231,,,2021-02-23
Logar,698,30,564,,,2021-02-23
Nangarhar,"2,557",154,"2,044",,,2021-02-23
Nimroz,673,25,632,,,2021-02-23
Nooristan,136,1,104,,,2021-02-23
Paktika,321,15,291,,,2021-02-23
Paktya,"1,485",49,"1,405",,,2021-02-23
Panjsher,407,19,316,,,2021-02-23
Parwan,863,30,703,,,2021-02-23
Samangan,350,18,311,,,2021-02-23
Sar-e-Pul,235,6,157,,,2021-02-23
Takhar,"2,079",68,"1,811",,,2021-02-23
Urozgan,158,6,128,,,2021-02-23
Wardak,521,28,470,,,2021-02-23
Zabul,361,21,308,,,2021-02-23
Badakhshan,635,24,565,,,2021-02-22
Badghis,838,14,687,,,2021-02-22
Baghlan,"1,095",37,823,,,2021-02-22
Balkh,"3,373",180,"2,839",,,2021-02-22
Bamyan,987,16,807,,,2021-02-22
Dykundi,935,20,915,,,2021-02-22
Farah,610,39,430,,,2021-02-22
Faryab,459,29,374,,,2021-02-22
Ghazni,892,75,775,,,2021-02-22
Ghor,668,17,564,,,2021-02-22
Helmand,405,36,335,,,2021-02-22
Hirat,"9,156",429,"8,460",,,2021-02-22
Jawzjan,248,12,210,,,2021-02-22
Kabul,"17,251",761,"15,907",,,2021-02-22
Kandahar,"2,493",61,"2,419",,,2021-02-22
Kapisa,606,18,381,,,2021-02-22
Khost,661,75,576,,,2021-02-22
Kunar,652,31,515,,,2021-02-22
Kunduz,941,52,858,,,2021-02-22
Laghman,681,15,231,,,2021-02-22
Logar,698,30,564,,,2021-02-22
Nangarhar,"2,557",154,"2,043",,,2021-02-22
Nimroz,673,25,632,,,2021-02-22
Nooristan,135,1,104,,,2021-02-22
Paktika,321,15,291,,,2021-02-22
Paktya,"1,485",49,"1,405",,,2021-02-22
Panjsher,407,19,316,,,2021-02-22
Parwan,863,30,703,,,2021-02-22
Samangan,350,18,311,,,2021-02-22
Sar-e-Pul,235,6,157,,,2021-02-22
Takhar,"2,078",68,"1,811",,,2021-02-22
Urozgan,158,6,128,,,2021-02-22
Wardak,520,28,470,,,2021-02-22
Zabul,361,21,308,,,2021-02-22
Badakhshan,633,24,562,,,2021-02-19
Badghis,838,14,687,,,2021-02-19
Baghlan,"1,095",37,823,,,2021-02-19
Balkh,"3,373",180,"2,828",,,2021-02-19
Bamyan,987,16,807,,,2021-02-19
Dykundi,935,20,906,,,2021-02-19
Farah,610,39,430,,,2021-02-19
Faryab,459,29,374,,,2021-02-19
Ghazni,892,75,775,,,2021-02-19
Ghor,668,17,564,,,2021-02-19
Helmand,405,36,335,,,2021-02-19
Hirat,"9,154",429,"8,460",,,2021-02-19
Jawzjan,248,12,210,,,2021-02-19
Kabul,"17,251",760,"15,907",,,2021-02-19
Kandahar,"2,483",61,"2,416",,,2021-02-19
Kapisa,606,18,381,,,2021-02-19
Khost,661,75,576,,,2021-02-19
Kunar,652,31,515,,,2021-02-19
Kunduz,941,52,858,,,2021-02-19
Laghman,680,15,231,,,2021-02-19
Logar,698,30,564,,,2021-02-19
Nangarhar,"2,543",153,"2,043",,,2021-02-19
Nimroz,670,25,632,,,2021-02-19
Nooristan,134,1,101,,,2021-02-19
Paktika,321,15,291,,,2021-02-19
Paktya,"1,485",49,"1,405",,,2021-02-19
Panjsher,407,19,316,,,2021-02-19
Parwan,861,30,703,,,2021-02-19
Samangan,350,18,311,,,2021-02-19
Sar-e-Pul,235,6,157,,,2021-02-19
Takhar,"2,078",68,"1,811",,,2021-02-19
Urozgan,158,6,128,,,2021-02-19
Wardak,520,28,470,,,2021-02-19
Zabul,361,21,308,,,2021-02-19
Badakhshan,633,24,562,,,2021-02-17
Badghis,838,14,687,,,2021-02-17
Baghlan,"1,095",37,823,,,2021-02-17
Balkh,"3,371",180,"2,806",,,2021-02-17
Bamyan,987,16,807,,,2021-02-17
Dykundi,935,20,906,,,2021-02-17
Farah,610,39,430,,,2021-02-17
Faryab,459,29,374,,,2021-02-17
Ghazni,892,75,775,,,2021-02-17
Ghor,668,17,564,,,2021-02-17
Helmand,396,36,335,,,2021-02-17
Hirat,"9,152",429,"8,460",,,2021-02-17
Jawzjan,248,12,210,,,2021-02-17
Kabul,"17,251",760,"15,907",,,2021-02-17
Kandahar,"2,481",61,"2,414",,,2021-02-17
Kapisa,604,18,381,,,2021-02-17
Khost,661,75,576,,,2021-02-17
Kunar,652,31,515,,,2021-02-17
Kunduz,941,52,858,,,2021-02-17
Laghman,680,15,231,,,2021-02-17
Logar,697,30,564,,,2021-02-17
Nangarhar,"2,542",153,"1,895",,,2021-02-17
Nimroz,670,25,632,,,2021-02-17
Nooristan,134,1,101,,,2021-02-17
Paktika,321,15,291,,,2021-02-17
Paktya,"1,485",49,"1,405",,,2021-02-17
Panjsher,407,19,316,,,2021-02-17
Parwan,858,30,703,,,2021-02-17
Samangan,350,18,311,,,2021-02-17
Sar-e-Pul,235,6,157,,,2021-02-17
Takhar,"2,078",68,"1,809",,,2021-02-17
Urozgan,158,6,128,,,2021-02-17
Wardak,520,28,470,,,2021-02-17
Zabul,361,21,308,,,2021-02-17
Badakhshan,630,24,562,,,2021-02-16
Badghis,838,14,687,,,2021-02-16
Baghlan,"1,094",37,823,,,2021-02-16
Balkh,"3,371",180,"2,776",,,2021-02-16
Bamyan,987,16,807,,,2021-02-16
Dykundi,935,20,906,,,2021-02-16
Farah,610,39,430,,,2021-02-16
Faryab,456,29,324,,,2021-02-16
Ghazni,892,75,775,,,2021-02-16
Ghor,668,17,564,,,2021-02-16
Helmand,394,36,335,,,2021-02-16
Hirat,"9,149",427,"8,387",,,2021-02-16
Jawzjan,248,12,210,,,2021-02-16
Kabul,"17,251",760,"15,907",,,2021-02-16
Kandahar,"2,480",61,"2,411",,,2021-02-16
Kapisa,598,18,381,,,2021-02-16
Khost,661,75,576,,,2021-02-16
Kunar,652,31,501,,,2021-02-16
Kunduz,941,52,858,,,2021-02-16
Laghman,679,15,231,,,2021-02-16
Logar,697,30,564,,,2021-02-16
Nangarhar,"2,540",153,"1,890",,,2021-02-16
Nimroz,666,25,617,,,2021-02-16
Nooristan,134,1,101,,,2021-02-16
Paktika,321,15,291,,,2021-02-16
Paktya,"1,485",49,"1,405",,,2021-02-16
Panjsher,407,19,316,,,2021-02-16
Parwan,856,30,703,,,2021-02-16
Samangan,350,18,311,,,2021-02-16
Sar-e-Pul,235,6,157,,,2021-02-16
Takhar,"2,078",68,"1,809",,,2021-02-16
Urozgan,157,6,128,,,2021-02-16
Wardak,518,28,470,,,2021-02-16
Zabul,361,21,308,,,2021-02-16
Badakhshan,626,24,562,,,2021-02-12
Badghis,838,14,687,,,2021-02-12
Baghlan,"1,094",37,823,,,2021-02-12
Balkh,"3,369",180,"2,749",,,2021-02-12
Bamyan,987,16,807,,,2021-02-12
Dykundi,935,20,906,,,2021-02-12
Farah,610,39,430,,,2021-02-12
Faryab,454,29,324,,,2021-02-12
Ghazni,892,75,775,,,2021-02-12
Ghor,668,17,564,,,2021-02-12
Helmand,391,36,335,,,2021-02-12
Hirat,"9,142",427,"8,387",,,2021-02-12
Jawzjan,248,12,210,,,2021-02-12
Kabul,"17,251",759,"15,907",,,2021-02-12
Kandahar,"2,477",61,"2,405",,,2021-02-12
Kapisa,598,18,381,,,2021-02-12
Khost,661,75,568,,,2021-02-12
Kunar,651,31,501,,,2021-02-12
Kunduz,937,52,858,,,2021-02-12
Laghman,679,15,231,,,2021-02-12
Logar,696,30,564,,,2021-02-12
Nangarhar,"2,535",153,"1,890",,,2021-02-12
Nimroz,664,25,617,,,2021-02-12
Nooristan,134,1,101,,,2021-02-12
Paktika,321,15,291,,,2021-02-12
Paktya,"1,485",49,"1,405",,,2021-02-12
Panjsher,406,19,316,,,2021-02-12
Parwan,856,30,703,,,2021-02-12
Samangan,350,18,311,,,2021-02-12
Sar-e-Pul,235,6,157,,,2021-02-12
Takhar,"2,076",68,"1,809",,,2021-02-12
Urozgan,157,6,128,,,2021-02-12
Wardak,518,28,470,,,2021-02-12
Zabul,361,21,308,,,2021-02-12
Badakhshan,626,24,562,,,2021-02-10
Badghis,836,14,687,,,2021-02-10
Baghlan,"1,094",37,823,,,2021-02-10
Balkh,"3,359",180,"2,731",,,2021-02-10
Bamyan,987,16,807,,,2021-02-10
Dykundi,935,20,906,,,2021-02-10
Farah,610,39,430,,,2021-02-10
Faryab,454,29,324,,,2021-02-10
Ghazni,892,75,775,,,2021-02-10
Ghor,668,17,564,,,2021-02-10
Helmand,389,36,322,,,2021-02-10
Hirat,"9,135",421,"8,215",,,2021-02-10
Jawzjan,248,12,210,,,2021-02-10
Kabul,"17,246",757,"15,907",,,2021-02-10
Kandahar,"2,472",61,"2,403",,,2021-02-10
Kapisa,596,18,381,,,2021-02-10
Khost,661,75,568,,,2021-02-10
Kunar,649,31,501,,,2021-02-10
Kunduz,937,52,858,,,2021-02-10
Laghman,679,15,231,,,2021-02-10
Logar,696,30,564,,,2021-02-10
Nangarhar,"2,527",153,"1,890",,,2021-02-10
Nimroz,664,25,617,,,2021-02-10
Nooristan,134,1,101,,,2021-02-10
Paktika,321,15,291,,,2021-02-10
Paktya,"1,485",49,"1,405",,,2021-02-10
Panjsher,406,19,316,,,2021-02-10
Parwan,856,30,703,,,2021-02-10
Samangan,350,18,311,,,2021-02-10
Sar-e-Pul,235,6,157,,,2021-02-10
Takhar,"2,071",68,"1,809",,,2021-02-10
Urozgan,154,6,128,,,2021-02-10
Wardak,516,28,420,,,2021-02-10
Zabul,361,21,308,,,2021-02-10
Badakhshan,625,24,562,,,2021-02-09
Badghis,836,14,687,,,2021-02-09
Baghlan,"1,092",37,823,,,2021-02-09
Balkh,"3,358",180,"2,700",,,2021-02-09
Bamyan,987,16,807,,,2021-02-09
Dykundi,935,20,906,,,2021-02-09
Farah,610,39,430,,,2021-02-09
Faryab,454,28,324,,,2021-02-09
Ghazni,892,75,775,,,2021-02-09
Ghor,668,17,564,,,2021-02-09
Helmand,387,36,322,,,2021-02-09
Hirat,"9,129",420,"8,215",,,2021-02-09
Jawzjan,248,12,210,,,2021-02-09
Kabul,"17,246",755,"15,907",,,2021-02-09
Kandahar,"2,468",61,"2,398",,,2021-02-09
Kapisa,596,18,381,,,2021-02-09
Khost,661,75,568,,,2021-02-09
Kunar,649,31,501,,,2021-02-09
Kunduz,937,52,821,,,2021-02-09
Laghman,678,14,231,,,2021-02-09
Logar,696,30,564,,,2021-02-09
Nangarhar,"2,523",153,"1,886",,,2021-02-09
Nimroz,664,25,617,,,2021-02-09
Nooristan,134,1,101,,,2021-02-09
Paktika,321,15,291,,,2021-02-09
Paktya,"1,485",49,"1,405",,,2021-02-09
Panjsher,406,19,316,,,2021-02-09
Parwan,856,30,703,,,2021-02-09
Samangan,350,18,311,,,2021-02-09
Sar-e-Pul,235,6,157,,,2021-02-09
Takhar,"2,066",68,"1,809",,,2021-02-09
Urozgan,153,6,126,,,2021-02-09
Wardak,515,28,420,,,2021-02-09
Zabul,361,21,303,,,2021-02-09
Badakhshan,625,24,562,,,2021-02-08
Badghis,834,14,687,,,2021-02-08
Baghlan,"1,092",37,823,,,2021-02-08
Balkh,"3,358",180,"2,700",,,2021-02-08
Bamyan,987,16,807,,,2021-02-08
Dykundi,935,20,906,,,2021-02-08
Farah,610,39,430,,,2021-02-08
Faryab,454,28,324,,,2021-02-08
Ghazni,892,75,775,,,2021-02-08
Ghor,667,17,564,,,2021-02-08
Helmand,387,36,322,,,2021-02-08
Hirat,"9,120",419,"8,215",,,2021-02-08
Jawzjan,248,12,210,,,2021-02-08
Kabul,"17,246",755,"15,907",,,2021-02-08
Kandahar,"2,465",61,"2,398",,,2021-02-08
Kapisa,593,18,381,,,2021-02-08
Khost,661,75,568,,,2021-02-08
Kunar,649,31,501,,,2021-02-08
Kunduz,937,52,821,,,2021-02-08
Laghman,677,14,231,,,2021-02-08
Logar,696,30,564,,,2021-02-08
Nangarhar,"2,521",153,"1,886",,,2021-02-08
Nimroz,664,25,617,,,2021-02-08
Nooristan,134,1,101,,,2021-02-08
Paktika,321,15,291,,,2021-02-08
Paktya,"1,485",49,"1,405",,,2021-02-08
Panjsher,406,19,316,,,2021-02-08
Parwan,856,30,703,,,2021-02-08
Samangan,350,18,311,,,2021-02-08
Sar-e-Pul,235,6,157,,,2021-02-08
Takhar,"2,066",68,"1,809",,,2021-02-08
Urozgan,153,6,126,,,2021-02-08
Wardak,515,28,420,,,2021-02-08
Zabul,361,21,303,,,2021-02-08
Badakhshan,622,24,557,,,2021-02-05
Badghis,834,14,687,,,2021-02-05
Baghlan,"1,092",37,823,,,2021-02-05
Balkh,"3,358",180,"2,699",,,2021-02-05
Bamyan,987,16,807,,,2021-02-05
Dykundi,935,20,906,,,2021-02-05
Farah,610,39,430,,,2021-02-05
Faryab,453,28,319,,,2021-02-05
Ghazni,891,75,775,,,2021-02-05
Ghor,667,17,564,,,2021-02-05
Helmand,387,36,317,,,2021-02-05
Hirat,"9,114",417,"8,215",,,2021-02-05
Jawzjan,248,12,210,,,2021-02-05
Kabul,"17,242",755,"15,907",,,2021-02-05
Kandahar,"2,462",61,"2,389",,,2021-02-05
Kapisa,573,18,381,,,2021-02-05
Khost,661,74,557,,,2021-02-05
Kunar,648,31,501,,,2021-02-05
Kunduz,934,51,821,,,2021-02-05
Laghman,677,14,231,,,2021-02-05
Logar,691,30,564,,,2021-02-05
Nangarhar,"2,504",153,"1,884",,,2021-02-05
Nimroz,661,24,617,,,2021-02-05
Nooristan,134,1,101,,,2021-02-05
Paktika,321,15,291,,,2021-02-05
Paktya,"1,485",49,"1,405",,,2021-02-05
Panjsher,405,19,316,,,2021-02-05
Parwan,848,30,703,,,2021-02-05
Samangan,350,18,311,,,2021-02-05
Sar-e-Pul,235,6,157,,,2021-02-05
Takhar,"2,064",67,"1,806",,,2021-02-05
Urozgan,153,6,126,,,2021-02-05
Wardak,507,28,420,,,2021-02-05
Zabul,361,21,303,,,2021-02-05
Badakhshan,622,24,557,,,2021-02-04
Badghis,834,14,687,,,2021-02-04
Baghlan,"1,092",37,823,,,2021-02-04
Balkh,"3,358",180,"2,699",,,2021-02-04
Bamyan,987,16,807,,,2021-02-04
Dykundi,935,20,906,,,2021-02-04
Farah,610,39,430,,,2021-02-04
Faryab,453,28,319,,,2021-02-04
Ghazni,891,75,775,,,2021-02-04
Ghor,667,17,564,,,2021-02-04
Helmand,387,36,317,,,2021-02-04
Hirat,"9,105",417,"8,215",,,2021-02-04
Jawzjan,248,12,210,,,2021-02-04
Kabul,"17,242",755,"15,907",,,2021-02-04
Kandahar,"2,462",61,"2,389",,,2021-02-04
Kapisa,573,18,381,,,2021-02-04
Khost,661,74,557,,,2021-02-04
Kunar,648,31,501,,,2021-02-04
Kunduz,934,51,821,,,2021-02-04
Laghman,677,14,231,,,2021-02-04
Logar,691,30,564,,,2021-02-04
Nangarhar,"2,504",153,"1,884",,,2021-02-04
Nimroz,661,24,617,,,2021-02-04
Nooristan,134,1,101,,,2021-02-04
Paktika,321,15,291,,,2021-02-04
Paktya,"1,485",49,"1,405",,,2021-02-04
Panjsher,405,19,316,,,2021-02-04
Parwan,848,30,703,,,2021-02-04
Samangan,350,18,311,,,2021-02-04
Sar-e-Pul,235,6,157,,,2021-02-04
Takhar,"2,064",67,"1,806",,,2021-02-04
Urozgan,153,6,126,,,2021-02-04
Wardak,507,28,420,,,2021-02-04
Zabul,361,21,303,,,2021-02-04
Badakhshan,622,24,557,,,2021-02-03
Badghis,834,14,687,,,2021-02-03
Baghlan,"1,092",37,823,,,2021-02-03
Balkh,"3,358",180,"2,698",,,2021-02-03
Bamyan,987,16,807,,,2021-02-03
Dykundi,935,20,906,,,2021-02-03
Farah,610,39,430,,,2021-02-03
Faryab,453,28,319,,,2021-02-03
Ghazni,891,75,775,,,2021-02-03
Ghor,667,17,564,,,2021-02-03
Helmand,387,36,311,,,2021-02-03
Hirat,"9,105",417,"8,215",,,2021-02-03
Jawzjan,248,12,210,,,2021-02-03
Kabul,"17,241",755,"15,907",,,2021-02-03
Kandahar,"2,458",61,"2,387",,,2021-02-03
Kapisa,573,18,381,,,2021-02-03
Khost,661,74,557,,,2021-02-03
Kunar,642,31,501,,,2021-02-03
Kunduz,933,51,821,,,2021-02-03
Laghman,674,14,231,,,2021-02-03
Logar,691,30,564,,,2021-02-03
Nangarhar,"2,499",153,"1,881",,,2021-02-03
Nimroz,661,24,617,,,2021-02-03
Nooristan,134,1,101,,,2021-02-03
Paktika,321,15,291,,,2021-02-03
Paktya,"1,485",49,"1,405",,,2021-02-03
